App id,Review id,Sentence id,Sentence content,Feature (Positive),Feature (Neutral),Feature (Negative),Feature (All Annotated)
B0094BB4TW,A3JKXXWT64NL4Z,2,"How can I get to my own profile, events, friends, everything!",,get to my own profile;get to events;get to friends,,get to my own profile;get to events;get to friends
B0094BB4TW,A3JKXXWT64NL4Z,3,How do I get to messages?!,,get to messages,,get to messages
B0094BB4TW,A3JKXXWT64NL4Z,4,Very bad update.,,,update,update
B0094BB4TW,A3JKXXWT64NL4Z,5,"Word of advice: if it isn't broken, DONT FIX IT!",,,,
B0094BB4TW,A57W5RJ5BFEOL,1,"The pictures are so big that it is more than annoying, and is an irritant.",,,pictures,pictures
B0094BB4TW,A57W5RJ5BFEOL,2,"Can't do highlight, copy, then paste.",,highlight;copy;paste,,highlight;copy;paste
B0094BB4TW,A57W5RJ5BFEOL,3,"I would consider it barely functional, but there are few choices available so you really have no choice.",,,,
B0094BB4TW,A1F8WBQTDDDM8Z,1,I can only access the latest 6 news feed entries at any one time.,,news feed,,news feed
B0094BB4TW,A1F8WBQTDDDM8Z,2,I don't actually bother using it on the Kindle now.,,,,
B0094BB4TW,A1F8WBQTDDDM8Z,3,My Android version is much more convenient.,,,,
B0094BB4TW,A210WP8UXK848P,1,fix this app.,,,,
B0094BB4TW,A210WP8UXK848P,2,"as others have said, it only loads the first few posts in the news feed.",,loads the first few posts;news feed,,loads the first few posts;news feed
B0094BB4TW,A210WP8UXK848P,3,i have gone back to using this app on my android phone because it works just fine on it.,,,,
B0094BB4TW,A210WP8UXK848P,4,but it sure would be a lot nicer if it would work on my much larger-screened kindle fire hd...just please fix it.,,,,
B0094BB4TW,AY9ZZU7UN1MWC,1,just getting used to it,,,,
B0094BB4TW,A3CWHCFK99PNSS,1,"think its great.a wonderful way to connect with friends,i like th new look,keep up the good work its the best.",connect with friends,,,connect with friends
B0094BB4TW,AWLS8B6AYRTO3,1,I flipping love this.,,,,
B0094BB4TW,AWLS8B6AYRTO3,2,its absolutely the best app on the market.,,,,
B0094BB4TW,AWLS8B6AYRTO3,3,I would absolutely positively reccomend to anyone I know!,,,,
B0094BB4TW,AW1B05XT17ZWQ,1,I can get on Facebook with this app.,,,,
B0094BB4TW,AW1B05XT17ZWQ,2,What more does one need with it?,,,,
B0094BB4TW,AW1B05XT17ZWQ,3,Plus it's free.,,,,
B0094BB4TW,AW1B05XT17ZWQ,4,SO there ya go.,,,,
B0094BB4TW,A2H3N5NX3UCG82,1,I'm sorry but this app is just crap.,,,,
B0094BB4TW,A2H3N5NX3UCG82,2,I have only got the app load once.,,,,
B0094BB4TW,A2H3N5NX3UCG82,3,Looks like others are having similar issues.,,,,
B0094BB4TW,A1OOY4W36G44WX,1,This app worked fine by my standards.,,,,
B0094BB4TW,A1OOY4W36G44WX,2,"It's the typical Facebook app for most devices, easy to use for me.",,,,
B0094BB4TW,ATPOFPGOYZU2A,1,I use this nearly everyday since we only have one computer and my wife is on it a lot.,,,,
B0094BB4TW,ATPOFPGOYZU2A,2,Facebook is how we talk back and forth with our grandkids and friends since they are in another state.,,,,
B0094BB4TW,AZ98AHEF2T9ME,1,"same as the other fb hopefully time will fix it will try again another day and hope its fixed, i love fb",,,,
B0094BB4TW,A35N8F5V2PELR9,1,Works surprisingly well than my phone.,,,,
B0094BB4TW,A35N8F5V2PELR9,2,"Very smooth and excellent for stalking your buddies online.It's free, works better than most devices, what's not to like?",stalking your buddies,,,stalking your buddies
B0094BB4TW,A1J238Y17CEAKC,1,"Comprehensive one roof many thoughts,Games,Feelings, sharing, the best platform for meeting people.Easy  to associate with other applications  like I use to post my links from Fotopedia.",platform for meeting people;associate with other applications;Games;Feelings;sharing;post my links,,,platform for meeting people;associate with other applications;Games;Feelings;sharing;post my links
B0094BB4TW,A1F7HPG5ZFV1BU,1,"This is really great, I can stay in contact with family and friends.",stay in contact with family;stay in contact with friends,,,stay in contact with family;stay in contact with friends
B0094BB4TW,A1F7HPG5ZFV1BU,2,Also put my view points and daily word on Face book.,,put my view points,,put my view points
B0094BB4TW,A1F7HPG5ZFV1BU,3,I can also view pictures of family and friends.,,view pictures,,view pictures
B0094BB4TW,A2HYMN8YY2IRDS,1,Love the app.,,,,
B0094BB4TW,A2HYMN8YY2IRDS,2,You can get on very quickly to Facebook with this app.,,,,
B0094BB4TW,A2HYMN8YY2IRDS,3,I would highly recommend this app.,,,,
B0094BB4TW,A3D8G3QTCG8HI8,1,i have trouble with the posts loading.,,,posts loading,posts loading
B0094BB4TW,A3D8G3QTCG8HI8,2,"it shows about 10, then tends to freeze up.",,,,
B0094BB4TW,A3D8G3QTCG8HI8,3,it is very frustrating,,,,
B0094BB4TW,AZDWMQTKKYHC0,1,When I open the app it keeps reinstalling itself over and over again please fix it today it's going to make the masses hate you if you dont,,open;reinstalling,,open;reinstalling
B0094BB4TW,A1GZ6VKLV2TZPA,1,I know that I need to get a life when I check my Facebook daily.,,,,
B0094BB4TW,A1GZ6VKLV2TZPA,2,I do enjoy it tho.,,,,
B0094BB4TW,A1GZ6VKLV2TZPA,3,It's connected me to people I haven't heard from in years!,,connected me to people,,connected me to people
B0094BB4TW,A17V7N0LXJJAPM,1,Seems easy to use on my tablet.,,,,
B0094BB4TW,A17V7N0LXJJAPM,2,I am still trying to figure everything out on this tablet.,,,,
B0094BB4TW,A17V7N0LXJJAPM,3,I am conquering the learning curve.,,,,
B0094BB4TW,A12DKVINFZW0PE,1,I was introduced to facebook almost ten years ago.,,,,
B0094BB4TW,A12DKVINFZW0PE,2,"In the beginning, I could not get enough of it.",,,,
B0094BB4TW,A12DKVINFZW0PE,3,I enjoyed some of the new games they have put on such as nfl trivia.,games,,,games
B0094BB4TW,A12DKVINFZW0PE,4,"Even at twenty seven years old, I still check on lives of old friends.",,check on lives of old friends,,check on lives of old friends
B0094BB4TW,A230P0PI4F7H8O,1,cant see more than a few posts then the spinning circle of death at the bottom of the screen.,,see more than a few posts;spinning circle of death,,see more than a few posts;spinning circle of death
B0094BB4TW,A230P0PI4F7H8O,2,most others with same problem,,,,
B0094BB4TW,A223OOKVPOIXRI,1,Love watching my family and friends out of state,watching my family;watching my friends,,,watching my family;watching my friends
B0094BB4TW,AAAJF2F8ICGHR,1,works very well and is essential for the Facebook junkie.,,,,
B0094BB4TW,AAAJF2F8ICGHR,2,I think messenger is included for quasi private emails.,,messenger,,messenger
B0094BB4TW,AAAJF2F8ICGHR,3,It's free!,,,,
B0094BB4TW,A2X58X17PIWF56,1,Not a bad app but so skeletal it's frustrating.,,,,
B0094BB4TW,A2X58X17PIWF56,2,Cannot adjust news feed for &amp;#34;most recent&amp;#34; vs. &amp;#34;top stories&amp;#34;.,,adjust news feed,,adjust news feed
B0094BB4TW,A2X58X17PIWF56,3,Cannot mark notifications as read.,,mark notifications,,mark notifications
B0094BB4TW,A2X58X17PIWF56,4,Cannot see entire photo album from news feed.,,see entire photo album;news feed,,see entire photo album;news feed
B0094BB4TW,A2X58X17PIWF56,5,Missing functionality in messaging &amp; events.,,messaging;events,,messaging;events
B0094BB4TW,A2X58X17PIWF56,6,Constantly wants to update but updates fail.,,update;updates,,update;updates
B0094BB4TW,A2X58X17PIWF56,7,"Fine off you want Facebook without using web browser, but definitely sub-par when compared to web version.",,,,
B0094BB4TW,A11KU3947X1LPQ,1,I really do like Facebook a lotLike I get to see other people some of them be my family some be friends Facebook is very awesome,see other people,,,see other people
B0094BB4TW,A1EO8RL6C8EW0D,1,I love it!,,,,
B0094BB4TW,A1EO8RL6C8EW0D,2,It helps me to stay in touch with family [especially those living out of state] and friends.,,stay in touch with family,,stay in touch with family
B0094BB4TW,AA873W3183ZE8,1,"At first I would see a handful of posts, and then another handful listed underneath in shaded boxes that you can't access.",,see a handful of posts;shaded boxes,,see a handful of posts;shaded boxes
B0094BB4TW,AA873W3183ZE8,2,"Now I don't have the boxes anymore, but it only lets me scroll down so far and stops.",,boxes;scroll down,,boxes;scroll down
B0094BB4TW,AA873W3183ZE8,3,"So if you want to access something beyond that, you can't.",,,,
B0094BB4TW,AA873W3183ZE8,4,Pretty useless unless you're only interested in the past few days.,,,,
B0094BB4TW,AA873W3183ZE8,5,I'm beginning to think the devs don't care about fixing it either.,,,,
B0094BB4TW,AA873W3183ZE8,6,Save yourself the trouble and just access Facebook through your browser.,,,,
B0094BB4TW,A2TW3XOPEHFYPT,1,"The newsfeed only shows a few posts, then there are these weird blue blocks that you can't even click.",,newsfeed only shows a few posts,,newsfeed only shows a few posts
B0094BB4TW,A2TW3XOPEHFYPT,2,I'd rather not even use the app because of this.,,,,
B0094BB4TW,A2TW3XOPEHFYPT,3,Hopefully it will be fixed with an update soon.,,update,,update
B0094BB4TW,ARA89NCZM3G8H,1,The app no longer loads properly since I downloaded the update.,,update,loads,loads;update
B0094BB4TW,ARA89NCZM3G8H,2,Until the problem is fixed I will be without access to Facebook and therefore unable to communicate properly with friends and family.,,communicate properly with friends;communicate properly with family,,communicate properly with friends;communicate properly with family
B0094BB4TW,A22KWJVPRM5VHQ,1,Because I have limited eyesight I prefer facebook on my Mac over my Iphone or Kindle fire.,,,,
B0094BB4TW,A22KWJVPRM5VHQ,2,Facebook keeps changing things I like about it and it frustrates me.,,,,
B0094BB4TW,A1X8SZKWNH1YZS,1,I cannot seem to ever get a Facebook session running without seeing &#34;error loading story&#34; message.,,loading story;message,,loading story;message
B0094BB4TW,A1X8SZKWNH1YZS,2,So many times I'm tired of even trying to use FB on my Motorola Razr HD.,,,,
B0094BB4TW,A1X8SZKWNH1YZS,3,Seems like they have more work to do to create a compelling FB phone app.,,,,
B0094BB4TW,A2A95TKJUA6E2D,1,Expected more from an app.,,,,
B0094BB4TW,A2A95TKJUA6E2D,2,for a tablet.,,,,
B0094BB4TW,A2A95TKJUA6E2D,3,"Same as a smartphone... Disappointed, need to get with increasing the quality for an app.",,,,
B0094BB4TW,A2A95TKJUA6E2D,4,for a larger device,,,,
B0094BB4TW,AU3SXR2ATTV2O,1,Updated version will not open!!,,open,,open
B0094BB4TW,AU3SXR2ATTV2O,2,I see others are having this problem too.,,,,
B0094BB4TW,AU3SXR2ATTV2O,3,How frustrating :( Hope it's fixed soon.,,,,
B0094BB4TW,AU3SXR2ATTV2O,4,back to using it on my phone,,,,
B0094BB4TW,A2RXD1KIZKSB8J,1,easy to download and use everything is there at your fingertips and the pics look awesome in HD just perfect,pics,,,pics
B0094BB4TW,A29ZG8T768IMWT,1,It's Facebook.,,,,
B0094BB4TW,A29ZG8T768IMWT,2,But some things can't be seen with a mobile app.,,,,
B0094BB4TW,A29ZG8T768IMWT,3,"Don't know if that's this app, or all of them.",,,,
B0094BB4TW,ADMGKVJTD2DFU,1,The full news feed and peoples time lines will not load all the way.,,news feed;time lines;load ,,news feed;time lines;load 
B0094BB4TW,ADMGKVJTD2DFU,2,PLEASE PLEASE PLEASE FIX.,,,,
B0094BB4TW,ADMGKVJTD2DFU,3,Seems to be a wide spread problem.,,,,
B0094BB4TW,ADMGKVJTD2DFU,4,DAMN fix already.,,,,
B0094BB4TW,A258HFZZSOPQ7I,1,"Though this is the full Facebook app, it tends to lag behind in updates.",,updates,,updates
B0094BB4TW,A258HFZZSOPQ7I,2,"Perhaps, a better relationship with developers would help.",,,,
B0094BB4TW,A21LK9JE9HG7NE,1,Helps me keep up with friends and family.,,keep up with friends;keep up with family,,keep up with friends;keep up with family
B0094BB4TW,A21LK9JE9HG7NE,2,"Wish people would keep their political views to themselves, though.",,,,
B0094BB4TW,A21LK9JE9HG7NE,3,This should be for fun and information.,,,,
B0094BB4TW,A82BF05B2NLV5,1,"This app is ok, but it's not as nice as the feel on a PC.",,,,
B0094BB4TW,A82BF05B2NLV5,2,"I have a kindle HD 8.9, and I know the look/feel can be better than it is, given the size of my device.",,,,
B0094BB4TW,A2JUOLYD6GZUCL,1,This is easy to download.,,,,
B0094BB4TW,A2JUOLYD6GZUCL,2,You can also apply to be a Beta tester for tablets if you want too.,,,,
B0094BB4TW,A2JUOLYD6GZUCL,3,The graphics are nice and works well on our tablet.,,,,
B0094BB4TW,A2JUOLYD6GZUCL,4,Worth the time to get.,,,,
B0094BB4TW,A30UJ1OLX24WM9,1,its facebook and it works.,,,,
B0094BB4TW,A30UJ1OLX24WM9,2,no problems downloading or using the app.,,,,
B0094BB4TW,A30UJ1OLX24WM9,3,not really much more to say about that.,,,,
B0094BB4TW,A3461VVXHCNC2Y,1,very difficulte to use.,,,,
B0094BB4TW,A3461VVXHCNC2Y,2,jumps to the top when you back out of a posting and will not give a friends complete list,,posting;give a friends complete list,,posting;give a friends complete list
B0094BB4TW,A2OSY7CPWZ0J0N,1,Happy to be able to get on FB and check things from my new Kindle Fire HD.,,,,
B0094BB4TW,A2OSY7CPWZ0J0N,2,Easy to get on using the FB App.,,,,
B0094BB4TW,A14R4M6O15JQOV,1,"Although this is my Facebook client of choice,  it hasn't ever been great.",,,,
B0094BB4TW,A14R4M6O15JQOV,2,"So if you are willing to settle for mostly good enough, then this is the application for you.",,,,
B0094BB4TW,A35FWRHV3GR349,1,I'm happy with facebook on my kindle and I like to follow my grandchildren on facebook and my friends too,follow my grandchildren;follow my friends,,,follow my grandchildren;follow my friends
B0094BB4TW,A1LIUA5IWMN6MS,1,"Much better, facebook was not very good without.",,,,
B0094BB4TW,A1LIUA5IWMN6MS,2,Now I can look at more post before it only showed a few posts.,,look at more post;showed a few posts,,look at more post;showed a few posts
B0094BB4TW,A1P45C01AZ0FAJ,1,"I love how easy it is to connect with (old) long time friends, and family, I have learned a lot of interesting things.",connect with (old) long time friends;connect with family,,,connect with (old) long time friends;connect with family
B0094BB4TW,AS13G80PGOFAV,1,I love have this app.,,,,
B0094BB4TW,AS13G80PGOFAV,2,I check it a few times a day.,,,,
B0094BB4TW,AS13G80PGOFAV,3,Simple and easy to use!,,,,
B0094BB4TW,A2JY0NBXUV2FMX,1,please fix the facebook application on kindle fire so it can work right.,,,,
B0094BB4TW,A2JY0NBXUV2FMX,2,when I sign on and it sits there loading for ever and when I click on the tab on the top it loads my messages just fine.,loads my messages,sign on;loading;click on the tab,,loads my messages;sign on;loading;click on the tab
B0094BB4TW,A2LGKFYLE74F7P,1,I love to read the gossip that everyone shares.,read the gossip,,,read the gossip
B0094BB4TW,A2LGKFYLE74F7P,2,I especially love the pictures of my friends & family that are shared,pictures of my friends;pictures of my friends family,,,pictures of my friends;pictures of my friends family
B0094BB4TW,A3P7W2LRJ4U5AJ,1,The site does not have enough privacy protection -- I do not want the entire world to know (my personal information or what I share with my friends) -- only my friends ---- plus I do not like the options that protect the sharing and posting functions -- options need to have conditions such as only with my friends or open to all.,,privacy protection;share with my friends;open to all,protect the sharing;protect posting,privacy protection;share with my friends;open to all;protect the sharing;protect posting
B0094BB4TW,A2TAIOK4HM2EJB,1,On my Kindle Fire HD this app is ok.,,,,
B0094BB4TW,A2TAIOK4HM2EJB,2,"When something is posted that has a link and you click on it, it takes you to a Web page, but there's no way to get back to Facebook without hitting home and going back to the app.",,posted;link and you click;takes you to a Web page,,posted;link and you click;takes you to a Web page
B0094BB4TW,A2TAIOK4HM2EJB,3,So mildly annoying.,,,,
B0094BB4TW,A1EYJOX4GC1T61,1,This is the best method I have found to stay in touch with my friends and family.,stay in touch with my friends;stay in touch with family,,,stay in touch with my friends;stay in touch with family
B0094BB4TW,A1EYJOX4GC1T61,2,From all around the world we can communicate.,,communicate,,communicate
B0094BB4TW,A1MZNPNV4LSYAF,1,I just updated and now my app doesn't work at all!,,updated,,updated
B0094BB4TW,A1MZNPNV4LSYAF,2,It just says &quot;Facebook has stopped&quot; every time I open it.,,open,,open
B0094BB4TW,A1D7SLN5Y514OG,1,this is grate not sure why people are complaint about this app.,,,,
B0094BB4TW,A1D7SLN5Y514OG,2,not enough words to post my review.well now I can,,,,
B0094BB4TW,A2KN1YLSBUDFHW,1,on my kindle fire this is the only way I have to post photos on facebook now since facebooks last stupid change to their uploading.,,post photos,uploading,post photos;uploading
B0094BB4TW,A2KN1YLSBUDFHW,2,kindles browser doesn't support whatever new process facebook uses now.,,,,
B0094BB4TW,A2KN1YLSBUDFHW,3,"to upload I download the pic I want to post, go to the kindle gallery, select the pic, hit menu, hit share, then choose this facebook program.",,upload;pic I want to post,,upload;pic I want to post
B0094BB4TW,A17D68Q45RUDWU,1,"Easy way to view family and friends, their pictures especially and their interests.",view family;view friends;pictures,,,view family;view friends;pictures
B0094BB4TW,A17D68Q45RUDWU,2,"Life is so hectic, it is becoming more difficult to stay in touch, especially when living further and further apart.",,,,
B0094BB4TW,A17D68Q45RUDWU,3,I recommend facebook to those who like to stay connected on a more personal level,,stay connected,,stay connected
B0094BB4TW,A3ERMG30TRI4DL,1,I am very pleased with this app.,,,,
B0094BB4TW,A3ERMG30TRI4DL,2,It is very easy to use and very fast.,,,,
B0094BB4TW,A3ERMG30TRI4DL,3,I use it quite often!,,,,
B0094BB4TW,A1Y3F8RXRVZP5A,1,what can I say  Facebook is  facebook  either you love it or you don't .,,,,
B0094BB4TW,A1Y3F8RXRVZP5A,2,I like the older versions best.,,,,
B0094BB4TW,A1TN0PCJ5WHO8J,1,What's to like or not like about the app.,,,,
B0094BB4TW,A1TN0PCJ5WHO8J,2,It works and that's all that matters.,,,,
B0094BB4TW,A1TN0PCJ5WHO8J,3,Facebook is what it is.,,,,
B0094BB4TW,A2NNX0KF8IJISH,1,I hate they keep changing the look even of MY page without my consent.,,,MY page,MY page
B0094BB4TW,A2NNX0KF8IJISH,2,Post often don't show when they should.,,Post often don't show,,Post often don't show
B0094BB4TW,A2NNX0KF8IJISH,3,"Most recently, they took money from my checking account without my permission.",,,,
B0094BB4TW,A2NNX0KF8IJISH,4,I haven't checked yet to see if it has been put back in.,,,,
B0094BB4TW,A2NNX0KF8IJISH,5,Too often I've had scammers trying to be friends on hijacked accounts.,,,,
B0094BB4TW,A2NNX0KF8IJISH,6,I only have this to try and promote my work.,,promote my work,,promote my work
B0094BB4TW,A2NNX0KF8IJISH,7,"I could continue this rant, but I won't.",,,,
B0094BB4TW,A3CBVWUFAJZOE2,1,"I like having access to Facebook, but I'm so disappointed that I can't play my Facebook games on my Kindle.",,,play my Facebook games,play my Facebook games
B0094BB4TW,A24G8O1KZ911TW,1,"As a facebook addict, this app is obviously awesome for those who want to stay connected to facebook.",stay connected,,,stay connected
B0094BB4TW,A24G8O1KZ911TW,2,I'm glad it's offered for the kindle fire b/c I would be pretty disappointed if I had this sweet e-reader/tablet and couldn't get onto my facebook.,,,,
B0094BB4TW,A24G8O1KZ911TW,3,"I do wish there was a better(any) alert system like on your iPhone for when you get new alerts(comments, likes, messages).",,alert system;new alerts;comments;likes;messages,,alert system;new alerts;comments;likes;messages
B0094BB4TW,A24G8O1KZ911TW,4,But I guess that's alright b/c being that my kindle doesn't ding when I get an alert my iPhone WILL so if I want to use my kindle I still can b/c my iPhone will alert me and then instead of using it to get on FB I just get on my kindle instead.,,,,
B0094BB4TW,A1C6R6C7GHFCFP,1,This app is the worst.,,,,
B0094BB4TW,A1C6R6C7GHFCFP,2,You can't even watch a video for 2 seconds.,,watch a video,,watch a video
B0094BB4TW,A1C6R6C7GHFCFP,3,It always force close.,,close,,close
B0094BB4TW,A1C6R6C7GHFCFP,4,The new update wasn't worth it.,,,new update,new update
B0094BB4TW,ABHNXLO2PL6MS,1,Slow to load on smart phone and desktop PC.,,,load,load
B0094BB4TW,ABHNXLO2PL6MS,2,Search incomplete and complicated.,,,Search,Search
B0094BB4TW,ABHNXLO2PL6MS,3,Changing the background takes forever.,,,Changing the background,Changing the background
B0094BB4TW,A2H8TM4TOXGNLO,1,I didn't really care for this facebook app.,,,,
B0094BB4TW,A2H8TM4TOXGNLO,2,"On my phone it will let you look at status' etc for as long you want to scroll down, but the app wouldn't only let me look and then it wouldn't bring up anything else.",,look at status;scroll down,,look at status;scroll down
B0094BB4TW,A2H8TM4TOXGNLO,3,So I just started going to the web and looking at FB on there.,,,,
B0094BB4TW,A3SD19KA1VWSZC,1,I haven't been able to post for awhile now.,,able to post,,able to post
B0094BB4TW,A3SD19KA1VWSZC,2,What's the point of the app if all you can do is read.,,,,
B0094BB4TW,A3SD19KA1VWSZC,3,You should be able to do better.,,,,
B0094BB4TW,A3SD19KA1VWSZC,4,Stop wasting time collecting and analyzing usage and make an app that works.,,,collecting usage; analyzing usage,collecting usage; analyzing usage
B0094BB4TW,A39MUBY6DYUG03,1,Facebook for the Kindle Fire HD is behind in features and function contained in the iPhone.,,,,
B0094BB4TW,A39MUBY6DYUG03,2,It works well but seems behind in the iPhone app a bit.,,,,
B0094BB4TW,A1PYNHFFZTCZSY,1,I like the ease of uploading phptps to my facebook page from my gallery.,uploading phptp,gallery,,uploading phptp;gallery
B0094BB4TW,A1PYNHFFZTCZSY,2,I do not stay logged in all the time as I do not like to get notifacations all the time,,logged in,get notifacations,logged in;get notifacations
B0094BB4TW,A377EUFSF3AO99,1,"Facebook is facebook, I wish they had a dislike button.",,dislike button,,dislike button
B0094BB4TW,A377EUFSF3AO99,2,Why am I even rating this.,,,,
B0094BB4TW,A377EUFSF3AO99,3,Its only the number social media sites.,,,,
B0094BB4TW,A3O8RBJG74FFDK,1,The app appeared to have downloaded but when I open the app it closes.,,,,
B0094BB4TW,A3O8RBJG74FFDK,2,Definitely does not work.,,,,
B0094BB4TW,A3O8RBJG74FFDK,3,Glad it was free.,,,,
B0094BB4TW,A2PRR51MO9EBEY,1,Like it well enough for staying in the loop with family and friends.,staying in the loop with family;staying in the loop with friends,,,staying in the loop with family;staying in the loop with friends
B0094BB4TW,A2PRR51MO9EBEY,2,Recommend it to family and friends.,,,,
B0094BB4TW,A2PRR51MO9EBEY,3,Can also download and print posted photos!,,posted photos,,posted photos
B0094BB4TW,A15BH3P9XRKLF,1,"APP WORKS FINE, JUST NEED TO FIND SOMEONE TO SHOW BE HOW TO GET THE MOST OUT OF FACEBOOK, NEVER SURE WHERE I AM OR WHERE I'AM GOING.",,,,
B0094BB4TW,A15BH3P9XRKLF,2,NOT AN ISSUE WITH THE APP BUT FACEBOOK ITSELF.,,,,
B0094BB4TW,A23S7Q88E2OHIM,1,it helps me keep in touch with my kids and grandkids.,,keep in touch with my kids;keep in touch with grandkids,,keep in touch with my kids;keep in touch with grandkids
B0094BB4TW,A23S7Q88E2OHIM,2,dont like the ever changing stuff when i get used to it you all change it but im hanging in there,,,,
B0094BB4TW,A3O3K2GH6HLQVO,1,It facebook run great let you hook up to existing accounts really well it is  well.,hook up to existing accounts,,,hook up to existing accounts
B0094BB4TW,A3O3K2GH6HLQVO,2,I can  say that it was easy to install and use.,install,,,install
B0094BB4TW,A3O3K2GH6HLQVO,3,Let me hook up with family and friends.,,hook up with family;hook up with friends,,hook up with family;hook up with friends
B0094BB4TW,A353R5QFOR7O9S,1,Been on for quite awhile.Like keeping up with family.,keeping up with family,,,keeping up with family
B0094BB4TW,A353R5QFOR7O9S,2,Have alot of problems with the games.,,,games,games
B0094BB4TW,A353R5QFOR7O9S,3,Can be very aggrevating.,,,,
B0094BB4TW,A27H51VX5IJGZE,1,Its ok but if u want to block sum one u can't unless there ur friend.,,block sum one,,block sum one
B0094BB4TW,A27H51VX5IJGZE,2,But I still like it an I reported sexually explicit an it came back as a negative it dont have sexual explicit.,,,,
B0094BB4TW,A39LTM7S2AD6YR,1,Since this morning I haven't been able to open Facebook.,,open,,open
B0094BB4TW,A39LTM7S2AD6YR,2,It loads for awhile then shuts off.,,loads,,loads
B0094BB4TW,A39LTM7S2AD6YR,3,And I uninstalled it but it keeps reinstalling itself.,,uninstalled;reinstalling,,uninstalled;reinstalling
B0094BB4TW,A39LTM7S2AD6YR,4,It is very annoying!,,,,
B0094BB4TW,A39LTM7S2AD6YR,5,Fixing it is a must,,,,
B0094BB4TW,ARNVCPEULME10,1,This app is absolutely great!,,,,
B0094BB4TW,ARNVCPEULME10,2,"It allows me to talk ti my friends while in completely different places, almost like the computer version.",,talk ti my friends,,talk ti my friends
B0094BB4TW,A3A8V2LZ1NREE4,1,The Facebook app most recent update forces you to view your timeline in Top Stories format.,,update;view your timeline;Top Stories,,update;view your timeline;Top Stories
B0094BB4TW,A3A8V2LZ1NREE4,2,You no longer have the option to view your timeline in Most Recent order.,,view your timeline;Most Recent order,,view your timeline;Most Recent order
B0094BB4TW,A3A8V2LZ1NREE4,3,It's worthless now.,,,,
B0094BB4TW,A3A8V2LZ1NREE4,4,You are better off pulling up Facebook in the Silk web browser.,,,,
B0094BB4TW,A3A8V2LZ1NREE4,5,"Or, just dumping Facebook since the obviously don't care what the customers want.",,,,
B0094BB4TW,AU3JR1UC8SHJG,1,I  use a Kindle Fire HDX.,,,,
B0094BB4TW,AU3JR1UC8SHJG,2,There is no way to switch from 'Most recent' to 'Top stories'.,,switch from 'Most recent' to 'Top stories',,switch from 'Most recent' to 'Top stories'
B0094BB4TW,AU3JR1UC8SHJG,3,The notification center doesn't work.,,notification center,,notification center
B0094BB4TW,AU3JR1UC8SHJG,4,"And, I can no longer get to my groups or favorites.",,get to my groups;get to favorites,,get to my groups;get to favorites
B0094BB4TW,AU3JR1UC8SHJG,5,This newest version is AWFUL and ANTIQUATED!!!,,,,
B0094BB4TW,AU3JR1UC8SHJG,6,"I would give it zero stars, if possible!!!",,,,
com.spotify.music,gp:AOqpTOGvv6fX-p8r8YugBzxUKwvF0m2o-_Kc1mU0DoIjTRQG9pCba0GlqxQp_dH3xlmsEIYgDW_0YhhMrh6v3Q,1,So if you like an artist it'll change your station to better the selection but if you accidentally like someone you don't because you were trying to press the dislike button then you're kinda screwed.,,change your station;press the dislike button,,change your station;press the dislike button
com.spotify.music,gp:AOqpTOGvv6fX-p8r8YugBzxUKwvF0m2o-_Kc1mU0DoIjTRQG9pCba0GlqxQp_dH3xlmsEIYgDW_0YhhMrh6v3Q,2,They forgot to let you unlike someone so please fix.,,unlike someone,,unlike someone
com.spotify.music,gp:AOqpTOGvv6fX-p8r8YugBzxUKwvF0m2o-_Kc1mU0DoIjTRQG9pCba0GlqxQp_dH3xlmsEIYgDW_0YhhMrh6v3Q,3,It's wierd to go from smooth music to country out of no where.,,,go from smooth music to country,go from smooth music to country
com.spotify.music,gp:AOqpTOF-UKawhikgRJ0g7p69gBub8ng_H3CsAkNVreUaXhD4nXFTEUK-fn3CKJaNX9oXB92LTdm9m70uh9P9Iw,1,Up until this recent update I had a search bar but now it's not there anymore.,,update;search bar,,update;search bar
com.spotify.music,gp:AOqpTOF-UKawhikgRJ0g7p69gBub8ng_H3CsAkNVreUaXhD4nXFTEUK-fn3CKJaNX9oXB92LTdm9m70uh9P9Iw,2,I have seen other people with same problem so hopeful they fix it soon.,,,,
com.spotify.music,gp:AOqpTOF-UKawhikgRJ0g7p69gBub8ng_H3CsAkNVreUaXhD4nXFTEUK-fn3CKJaNX9oXB92LTdm9m70uh9P9Iw,3,Other than that premium is too expensive but still good app.,,,premium ,premium 
com.spotify.music,gp:AOqpTOEcIS5_xLpbobTVbH04eblgvgWSJS-EviNL9lbMvQxYNJakHhEbkDgvkkcguLQWDUlZ9E2FzCH1ynTVAg,1,Everytime I try to use the app it doesn't respond and I keep reporting it but nothing.,,respond,,respond
com.spotify.music,gp:AOqpTOEcIS5_xLpbobTVbH04eblgvgWSJS-EviNL9lbMvQxYNJakHhEbkDgvkkcguLQWDUlZ9E2FzCH1ynTVAg,2,I have to restart my phone to use it.,,,,
com.spotify.music,gp:AOqpTOEcIS5_xLpbobTVbH04eblgvgWSJS-EviNL9lbMvQxYNJakHhEbkDgvkkcguLQWDUlZ9E2FzCH1ynTVAg,3,I pay $10 a month and this is the kind of service I get?,,,,
